"","2.5%","97.5%","species","meanocc","phylum"
"56",0.000267814278549755,0.994058478901303,"Hypophthalmichthys molitrix",0.316065123737239,"Teleostei"
"57",0.00521187811973573,0.955430412055513,"Devario apogon",0.362061959118083,"Teleostei"
"58",2.08272880531695e-05,0.739767623897501,"Acipenser sinensis",0.079366903018931,"Actinopteri"
"59",0.000181908914969027,0.994733529593956,"Pseudorasbora parva",0.327984491349868,"Teleostei"
"60",0.000353294138076215,0.893381571125299,"Pseudecheneis gracilis",0.156929287926033,"Teleostei"
"61",1.62152675387042e-08,0.139145754061469,"Monopterus albus",0.0142341194716273,"Teleostei"
"62",8.32541574648303e-06,0.988757303550128,"Paramisgurnus dabryanus",0.211484944964009,"Teleostei"
"63",8.55966748815611e-05,0.385701335477538,"Gymnodiptychus integrigymnatus",0.0497006685837016,"Teleostei"
"64",3.82407991922223e-05,0.883667548145465,"Pelteobagrus fulvidraco",0.105330162874553,"Teleostei"
"65",1.6360610486441e-05,0.893250634002092,"Micropercops swinhonis",0.121983229626349,"Teleostei"
"66",6.02660807731132e-05,0.975948302618162,"Clarias gariepinus",0.173973990158015,"Teleostei"
"67",3.45837355556081e-05,0.758482364315749,"Glyptothorax longinema",0.0777878846504715,"Teleostei"
"68",0.00262752310164835,0.998061630459505,"Cyprinus carpio",0.483533064036204,"Teleostei"
"69",1.47007076212929e-05,0.597892289301192,"Tinca tinca",0.0585307719940776,"Teleostei"
"70",2.15104514096151e-08,0.165613805315547,"Garra tengchongensis",0.0163614548828619,"Teleostei"
"71",1.07740311011517e-08,0.136574500329132,"Syncrossus berdmorei",0.0139886225424737,"Teleostei"
