"","theta.2.5.","theta.97.5.","theta0.2.5.","theta0.97.5.","mean1st","species","phylum"
"1",0.0663827700858736,0.555044823889795,0.000817377025,0.039435065,0.237160125267557,"Rana catesbeiana","Amphibia"
