"","2.5%","97.5%","species","meanocc","phylum"
"97",5.24564912197699e-08,0.165194752718413,"Rhinolophus macrotis",0.0181518938626514,"Mammalia"
"98",5.46437268086694e-09,0.119391619177859,"Aonyx cinerea",0.0131514259864883,"Mammalia"
"99",3.86387395606932e-09,0.157007738415717,"Bandicota indica",0.0164461975894907,"Mammalia"
"100",1.98082883399815e-07,0.157677723382408,"Rattus norvegicus",0.0187089694820417,"Mammalia"
"101",3.64716173881138e-09,0.0897841165815707,"Felis chaus",0.0102205050932067,"Mammalia"
"102",4.62894179557702e-09,0.114290110277507,"Naemorhedus baileyi",0.0126178503939669,"Mammalia"
"103",3.06210455061588e-09,0.113384580425356,"Anourosorex squamipes",0.0124928247325111,"Mammalia"
"104",4.22028716817228e-07,0.259124621504925,"Eptesicus regulus",0.0303494481823139,"Mammalia"
"105",2.76885654486655e-09,0.0855454422041892,"Dremomys rufigenis",0.00966703419480391,"Mammalia"
"106",6.86342952382213e-09,0.117159675398898,"Myotis montivagus",0.0129053003240179,"Mammalia"
"107",3.01762503330586e-06,0.471215303286591,"Pipistrellus javanicus",0.0575267966370053,"Mammalia"
"108",3.10628800362216e-09,0.104430248615264,"Niviventer fulvescens",0.011514022333352,"Mammalia"
